num,sum(qty)
R55196ONZ,78
R34499ONZ,341
AFN1848,0
R54188ONZ,15
AFN1561,45
AFN1578,62
AFN1584,7
AFN1589,0
AFN1699,33
AFN1829,32
AFN1718,46
AFN1799,55
AFN1815,2
AFN1806,16
R681995ONZ,2
AFN1894,77
AFN2115,104
AFN2094,0
AFN2087,7
OCG0586,28
R54102ONZ,2
R31003ONZ,2
S676MD,24
S742MD,0
S814MD,0
R34228ONZ,2
P1490CDM,33
R31369ONZ,158
S972MD,28
S913MD,0
AFN2190,14
R31332ONZ,2
R31299ONZ,56
S982MD,0
R34312ONZ,45
S854MD,5
S756MD,0
R31541ONZ,4
R5383ONZ,4
R54155ONZ,6
R55050ONZ,0
R55065ONZ,2
R55055ONZ,50
R31635SNZ,38
R55079ONZ,0
R31179ONZ,0
S765LMD,80
S936MD,1
R5595ONZ,1
R31304SCB,2
R55078ONZ,0
R55070ONZ,0
R31362ONZ,2
R681993ONZ,2
R31313ONZ,0
OCG0506,70
R582061ONZ,2
R54142ONZ,146
R982311ONZ,26
R982124ONZ,8
R31388ONZ,36
R582060ONZ,10
R34342ONZ,2
R31552ONZ,116
R31400ONZ,0
R34237SCB,1
OCG0688,68
R31134ONZ,2
OCG0576,14
R582039ONZ,2
R31446ONZ,56
OCG1122,0
R31585ONZ,0
OCG0621,32
R31624ONZ,10
R31636ONZ,276
OCG0294,162
R781087ONZ,116
R31273ONZ,43
R31408ONZ,111
R31403ONZ,0
R982488ONZ,188
R31642ONZ,0
R982045ONZ,2
R982292ONZ,102
R982050ONZ,2
R31339ONZ,70
R34507ONZ,4
R981943ONZ,6
R681951ONZ,0
R55060ONZ,4
R581999ONZ,16
R981914ONZ,65
R55192ONZ,64
R55128ONZ,2
R981199ONZ,0
R55018ONZ,0
R54105ONZ,4
R982071ONZ,0
R981165ONZ,134
R55130ONZ,0
R54126ONZ,42
R981053ONZ,5
R982041ONZ,0
R54025ONZ,0
R53049ONZ,0
R980630ONZ,0
R31361ONZ,1
R31385ONZ,0
R31343ONZ,0
R31353ONZ,0
R54027ONZ,0
R54060ONZ,0
R31516ONZ,2
R34167ONZ,0
R53014ONZ,96
R31289ONZ,12
R31256SCB,0
R31540SCB,30
R34268ONZ,0
R34287SCB,1
R34312SCB,2
R34364SCB,110
R34371SCB,14
R34428SCB,1
R34413ONZ,38
R34233SCB,1
R34145ONZ,60
R54132ONZ,10
R34147ONZ,48
R34369ONZ,46
R31321ONZ,2
R31263ONZ,2
R34283ONZ,20
R34101ONZ,2
R982055ONZ,4
R31545ONZ,77
R34488ONZ,4
R31602ONZ,2
R31611ONZ,0
R31648ONZ,1
R34284ONZ,0
R54164ONZ,4
R34307ONZ,2
R31568ONZ,90
R34424ONZ,54
R31546ONZ,1
R31548ONZ,6
R31415ONZ,2
R31447SCB,94
OCG0321,110
R54095ONZ,22
P1108CDM,327
P1375CDM,168
P1399CDM,195
P1401CDM,174
P530CDM,0
P1846CDM,68
P340CDM,447
P986CDM,40
AFN1012,80
R53051ONZ,2161
R54153ONZ,731
R55097ONZ,1216
R53006ONZ,1448
R53005ONZ,1107
R53069ONZ,1514
R5370ONZ,2
R53005CNZ,1629
R53006CNZ,947
BFD4-355,0
AFN1421,306
P1295CDM,0
P1897CDM,58
S714MD,33
S729MD,16
S789MD,0
S705MD,0
S627MD,36
S910MD,19
H798K,1
H1329K,1
H1170K,3
H1521K,24
H1332K,2
H1124BK,4
H1596k,30
H828K,19
H1829K,20
H1326K,33
H1522K,30
H995K,10
H537,7
H1308K,2
H1649K,14
H1297K,7
H465AK,4
H1623K,10
HS1295K,30
H1337K,3
H692K,19
H1028K,2
H1697K,9
HS465DK,38
H1107K,21
H394AK,5
H1114K,14
H1122k,30
H763K,9
H822K,10
H1281K,2
H1287K,1
HS730CK,4
H784K,4
H1033K,27
H1039K,12
H1103K,5
H1454K,2
H1848K,12
H996k,15
HS1402K,28
H961K,2
H556K,12
HS1280K,1
H1047K,61
H1547K,10
H1421k,35
H986k,30
HS1295BK,12
H885AK,13
HK1737K,1
HK919K,1
HK1391K,2
HK1107K,1
HK1324BK,2
H1509K,24
H1728K,20
H1729K,20
H834K,18
H1397BK,31
H956K,25
H1093K,23
H978K,15
H1307k,27
H1061K,10
H1171k,27
H683K,12
H1067K,2
H1317K,9
H946K,11
H1456K,4
H730BKK,5
H1092K,11
H1089K,3
H741k,5
H506K,11
H1018KK,2
H1086K,4
H476K,2
H1375K,9
H1698K,3
H1473k,22
H1624K,10
H1654K,10
H725BK,3
HA1212K,4
H1444K,12
H1194K,12
H1846K,8
H1878K,16
H1761K,13
H1325BK,8
H1341k,32
H17432,3
H17378,1
H15906,1
H17396,2
H7296K,1
H7311K,1
H58120,1
H785K,69
H1049B,1
H653K,1
H781K,1
H1394K,1
H498K,1
H868K,1
HK1539,1
H1498K,1
H1737K,2
H1058K,1
H1286K,1
H698K,1
H1377K,1
H1428K,2
HKS1309K,1
H967K,2
H141.33099K,1
HWK260,1
H1412K,1
H1354K,1
AFN1719,159
P702CDM,225
R781768SCB,146
OCG0331,17
OCG0657,34
OCG0483,34
OCG1141,28
OCG0842,68
R34298SCB,128
R3464ONZ,2
R55127ONZ,2
P1728CDM,77
R581913ONZ,38
P1779CDM,241
R34424SCB,120
R54115ONZ,24
AFN0914,0
AFN1047B,69
AFN2188,29
AFN0784,22
AFN0855,16
AFN1374,140
R55117ONZ,0
R3264ONZ,0
R3483ONZ,4
R34274ONZ,0
R3291ONZ,0
R34111ONZ,2
R55095ONZ,0
OCG0290,45
P1467CDM,200
R55185SCB,128
R31498SCB,104
R781099SCB,260
R53068SCB,2
AFN0711,29
OCG1121,26
R55097CNZ,414
OCG0005,116
OCG0354,168
S945MD,28
R31424SCB,1
P1775CDM,2
P1309CDM,36
AFN2057,0
R55055SCB,198
R54111ONZ,613
R55133ONZ,1116
OCG0235,90
OCG0166,43
OCG0156,17
OCG0174,159
OCG0866,44
R53018ONZ,26
R31517ONZ,0
P647CDM,17
P1106CDM,7
R54181SCB,208
AFN1521,16
AFN2100,5
AFN0980,17
P850CDM,17
R3264SCB,11
OCG0121,6
OCG1142,35
P969CDM,229
OCG0807,18
R31544SCB,10
R55090SCB,36
R54187SCB,6
P1057CDM,741
P724CDM,2
R34303ONZ,761
R34470ONZ,141
R54043ONZ,2
P840FCDP,35
AFN2036,186
R53006SCB,1826
R53005SCB,1364
OCG0513,92
R31403SNZ,28
R31612SCB,202
R54176SCB,132
R31430SCB,62
R54153CNZ,1666
R55124ONZ,1
AFN1307,37
AFN1444,8
AFN1086,2
AFN1454,6
AFN1391,12
AFN1402,0
AFN1596,39
P1866CDM,49
P2162CDM,106
P2180CDM,48
AFN0974,1
AFN0978,61
AFN1211,0
AFN1401,9
AFN1632,0
AFN1694,94
AFN1953,56
AFN2162,79
AFN2170,39
AFN2172,37
AFN2207,30
AFN2216,59
AFN2218,61
AFN2225,26
AFN2270,50
P1317CDM,86
P1901CDM,54
P1938CDM,47
P1936CDM,20
P1895CDM,33
OCG0065,34
R31134SCB,46
P1509CDM,42
P2172CDM,71
P2216CDM,37
P1070CDM,113
R982062ONZ,93
P2115CDM,91
P2225CDM,30
P2169CDM,119
P2186CDM,68
P2189CDM,27
P1865CDM,14
P2224CDM,28
P1864CDM,23
P874CDM,70
P2208CDM,43
AFN1400,42
AFN1084,1
P2199CDM,20
P2190CDM,53
P1921CDM,7
P2219CDM,59
AFN2221,50
AFN2189,29
AFN2174,70
AFN1005,0
AFN2199,50
AFN2191,14
P2179CDM,127
P1680CDM,21
P1111CDM,143
P2188CDM,34
P2221CDM,45
P2183CDM,71
P1924CDM,37
P1886CDM,28
P2032CDM,18
P1953CDM,61
P2170CDM,37
P2173CDM,132
P2270CDM,48
P2136CDM,46
P2174CDM,124
P2218CDM,62
AFN2117,30
AFN2173,65
AFN2219,61
AFN1047S,18
AFN1818B,18
AFN2208,54
AFN2186,40
R31458ONZ,2
AFN1838,68
AFN0681,27
R31312CNZ,68
OCG0516,36
AFN1843,48
R34398ONZ,16
R54182SCB,95
R55051ONZ,1
R31371ONZ,52
R31328SNZ,14
R53042ONZ,18
ACDELCO-BC,6
LAURENTIDE-WW-45,34
R34055SCB,38
R34248SCB,2
8100539,6
8100072,14
8100052,3
8100019,20
8100050,43
8100494,7
8100520,20
8100128,4
8100484,33
8100487,26
8100253,3
8100349,6
8100338,38
8100369,57
8100370,7
8100417,18
8100459,0
8100530,0
8100599,0
8100341,16
8100573,15
8100454,0
8100438,1
8100592,9
8100021,0
R34057ONZ,0
R31364ONZ,0
R54087ONZ,2
R55087SNZ,115
R31275SNZ,93
R53051SCB,1057
R31257CNZ,468
R53069CNZ,788
R31488SNZ,32
R55088ONZ,0
R55089ONZ,0
R54153SCB,768
R53050SCB,914
R54111SCB,448
R54099SCB,264
R55199SCB,110
R53011SNZ,60
R982354SCB,42
R31328SCB,30
R54114ONZ,0
P1412CDM,29
P815CDM,997
P412CDM,34
P1411CDM,1
R45898ONZ,63
R682429ONZ,28
R982111ONZ,28
R54186CNZ,641
P1352CDM,30
R31490ONZ,122
P1954CDP,0
R31469SCB,220
R31277SNZ,28
R55192SNZ,23
R55191SNZ,1
R54088SNZ,1
R31270SNZ,46
R34286SNZ,70
R31322SNZ,20
R31406SNZ,36
R31029SNZ,0
R53005SNZ,0
R31369SNZ,2
R54123SNZ,15
P2198CDM,38
AFN2179,68
AFN1306,14
AFN0919,14
AFN1003,22
AFN2137,30
AFN1897,96
R31307ONZ,0
R982496ONZ,56
R55039SNZ,66
R31368SNZ,0
R54166SNZ,20
R34111SNZ,1
R55148SNZ,38
R54176SNZ,28
R55147SNZ,8
R55055SNZ,0
R53025SNZ,30
R34401SNZ,6
R55082SNZ,4
R55165SNZ,36
R54094SNZ,68
R55178SNZ,70
R34390SNZ,1
R31512CNZ,1
R31349CNZ,1
R31610CNZ,60
R31511CNZ,0
R31544CNZ,1
R34319CNZ,56
R54123CNZ,500
R55148CNZ,110
R55147CNZ,82
R54194CNZ,54
R55094CNZ,76
R55093CNZ,37
R31612CNZ,0
R54175SNZ,46
R34504SNZ,14
R53069SCB,270
R54105SNZ,2
R55133CNZ,580
R55174CNZ,456
R55178CNZ,394
R31505CNZ,158
R55159CNZ,0
R53050CNZ,1106
R53051CNZ,1084
R31363CNZ,214
R31366CNZ,290
R31532CNZ,48
R54099CNZ,84
R54100CNZ,98
R53023CNZ,305
R53024CNZ,178
R31365CNZ,248
R31373CNZ,375
R31603CNZ,392
R31584CNZ,0
R31455CNZ,240
R31372CNZ,482
R54134CNZ,76
R54131CNZ,220
R53068CNZ,874
R54142CNZ,184
R31325CNZ,144
R31626CNZ,89
R31623CNZ,140
R55125CNZ,144
R55126CNZ,220
R54017CNZ,120
R54011CNZ,96
R31433CNZ,188
R31608CNZ,68
R31434CNZ,238
R31443CNZ,190
R31339SNZ,34
R31427SNZ,2
R31421SNZ,12
R31273SNZ,4
R34064SNZ,26
R34228SNZ,92
R31316SNZ,136
R34173SNZ,12
R55108SNZ,39
R55065SNZ,22
R54098SNZ,46
R53010SNZ,46
R31601SNZ,32
R681781SNZ,38
R31397SNZ,6
R981779SNZ,40
R31533CNZ,52
R34400SNZ,58
R981957SNZ,42
R31275CNZ,860
R31479CNZ,262
R31318CNZ,144
R31315CNZ,0
R31601CNZ,162
R31447CNZ,2
R31311CNZ,298
P2156CDM,12
R31375CNZ,218
R781768CNZ,66
R781767CNZ,10
R31043CNZ,34
R31247CNZ,2
R31542CNZ,46
R31543CNZ,114
R31348CNZ,208
R31270CNZ,326
R982104CNZ,18
R981053CNZ,0
R53021CNZ,92
R31526CNZ,64
R31267CNZ,146
R31554CNZ,58
R981064CNZ,42
R31499CNZ,32
R53041CNZ,128
R34314CNZ,116
R31420CNZ,872
R981500CNZ,449
R31498CNZ,30
R34401CNZ,0
R982044CNZ,14
R34414CNZ,52
R54098CNZ,140
R54097CNZ,104
R55150CNZ,190
R31432CNZ,128
R31050CNZ,202
R31493CNZ,86
R55199CNZ,228
R31569CNZ,4
R981421CNZ,48
R982055CNZ,58
P2207CDM,47
AFN1318,30
AFN2118,26
AFN2198,50
AFN2156,25
P2178CDM,0
P2191CDM,38
R34401SCB,48
R981004ONZ,2
AFN2135,0
AFN2178,0
AFN2169,63
P1774CDM,9
P2118CDM,30
R31432SCB,158
AFN2136,29
AFN2224,28
R34061ONZ,0
R55027ONZ,0
R3214ONZ,0
R54030SNZ,20
OCG1158,26
OCG1162,22
OCG0914,83
OCG1157,26
OCG1229,42
OCG0198,76
OCG1031,2
OCG0455,194
OCG0470,6
OCG1227,16
OCG0568,0
R53057SCB,213
R53056SCB,201
R54011SCB,423
R54017SCB,431
R54141SCB,88
R54124SCB,119
R54078SCB,30
R54074SCB,38
R54094SCB,162
R54098SCB,209
R54109SCB,501
R54186SCB,434
R55192SCB,27
R55191SCB,1
R55093SCB,239
R55094SCB,260
R54100SCB,221
R54093SCB,136
R31555CNZ,64
R5580SCB,28
R55082SCB,8
R55098SCB,13
R54131SCB,93
R54134SCB,124
R54122SCB,114
R54123SCB,601
R55034SCB,160
R54126SCB,25
R55065SCB,42
R55165SCB,4
R54162ONZ,0
R31525ONZ,2
R55168ONZ,0
R54003ONZ,0
R55151CNZ,196
R55036SCB,84
R55039SCB,225
R31469CNZ,370
R31369CNZ,106
R53056CNZ,67
OCG1159,26
OCG1172,13
R982097ONZ,8
R781769ONZ,0
R54194ONZ,165
R53012SCB,210
R31325SCB,461
R31583ONZ,70
R781767ONZ,390
R55160ONZ,83
R31567ONZ,4
R54035SCB,44
R54042SCB,66
R54029SCB,22
R54090SCB,28
R54154SCB,130
R54088SCB,72
R54166SCB,57
R54155SCB,1
R31458SCB,22
R55122SCB,168
R55040SCB,31
R55050SCB,40
R55157ONZ,11
R982431ONZ,84
R31595ONZ,42
R981064ONZ,92
R55183SCB,158
R55138ONZ,22
R980630SCB,204
R34497ONZ,86
R54032SCB,62
R54114SCB,4
R54097SCB,106
R55096SCB,18
R54143SCB,110
R55083SCB,78
R55080SCB,290
R34144CNZ,0
R54176CNZ,173
R53012CNZ,132
R54125CNZ,452
R3295CNZ,368
R981503CNZ,98
R982073CNZ,0
R34315SNZ,136
R31317SNZ,14
OCG0509,10
R55054CNZ,436
OCG1265,32
R53022SCB,231
R53021SCB,322
R54130SCB,122
OCG1260,22
R53026SCB,281
R53027SCB,216
R53025SCB,121
R31510SCB,46
R31513SCB,88
R34256SCB,46
R54027SCB,44
R31398SCB,0
R34315SCB,37
OCG1093,14
OCG1089,28
P2037CDM,1
R53067ONZ,0
R55085SNZ,44
R54018ONZ,7
R45617ONZ,68
R31335ONZ,45
R55209ONZ,26
R5386SCB,6
R54162SCB,0
R781770ONZ,2
OCG1148,44
OCG1082,16
R34475ONZ,81
R44903ONZ,62
R34362ONZ,6
R45533ONZ,76
P1576CDM,1
R44930ONZ,50
R981835ONZ,164
R782485ONZ,32
R982110ONZ,0
R582374ONZ,46
R53009ONZ,3
R982272ONZ,38
OCG0206,8
OCG0505,112
OCG0843,30
OCG0299,22
OCG1259,24
OCG0357,0
R682263SCB,2
R55140ONZ,3
R982091ONZ,8
R34364ONZ,188
OCG1234,40
R44888ONZ,0
R581913SCB,56
R55202SCB,6
R34284SCB,12
R34286SCB,8
R34299SCB,126
R54080SCB,4
R31243SCB,15
R34126SCB,2
R34145SCB,10
R31439SCB,217
R31545SCB,16
R982035SCB,12
R5381SCB,35
R53009SCB,23
R53011SCB,171
R31163SCB,33
R34120SCB,2
R53041SCB,68
R53040SCB,186
R53044SCB,10
R34211SCB,4
R31590SCB,0
R55072CNZ,38
R34314SCB,69
R53024SCB,275
R53023SCB,246
R5382SCB,146
R55119SCB,11
R34294SCB,151
R5371SCB,18
R55038SCB,16
R45617SCB,4
R54196SCB,130
R34167SCB,2
R31481SCB,57
R31395SCB,22
R31482SCB,32
R34279SCB,136
R31476SCB,8
R31470SCB,1
R31412SCB,74
R31368SCB,216
R31538SCB,112
R31411SCB,3
R34173SCB,175
R31532SCB,94
R31029SCB,111
R31425SCB,102
R31552SCB,280
OCG1263,72
OCG1266,12
OCG1272,22
OCG0460,124
OCG0508,94
AFN1365,28
OCG0670,24
R31511SCB,234
R31548SNZ,44
R582331ONZ,50
R682446ONZ,4
R34184ONZ,44
R45987ONZ,0
R31293ONZ,0
OCG1275,0
OCG1147,20
OCG0316,1
OCG1258,44
R31159SCB,5
R31405SCB,129
R54125SCB,313
R31267SCB,196
R31527SCB,0
R31429SCB,24
R31612ONZ,950
R31539CNZ,25
P915CDM,0
P1821CDM,1
P1896CDM,3
P2038CDM,90
P1965CDM,18
P2117CDM,24
R981775SCB,4
R55176SCB,7
R55140SCB,22
AFN2223,2
R681994ONZ,2
R782497ONZ,54
R54076ONZ,2
OCG0681,5
R982115ONZ,2
R982487ONZ,4
R31360ONZ,34
R34428ONZ,21
R31401SCB,0
R34298ONZ,42
R55131ONZ,1
R3184ONZ,2
R34018ONZ,2
R34039ONZ,2
R5495ONZ,1
R981023ONZ,30
P913CDP,0
R54199ONZ,8
S464MD,0
R981086ONZ,4
R54125ONZ,28
R54118ONZ,0
R782040ONZ,144
8100400,1
OCG0565,16
R981214CNZ,60
R54193SCB,64
CASTROLE-5W-30,0
CASTROLE-0W-20,0
R31415SCB,66
OCG1165,5
OCG1166,8
R31513SNZ,96
R34203CNZ,363
R54101ONZ,21
R54048ONZ,18
R54182ONZ,2
R55090ONZ,65
P2168CDM,28
MOBI1-0W-40,0
R34208OCB,0
R31468SCB,226
AFN1965,29
AFN2176,28
P2200CDM,29
P2176CDM,2
R55177CNZ,0
R981066SCB,50
P1571CDP,36
R31608SCB,94
OCG1184,93
OCG1169,28
"MAX ROTOR ONZ LABEL",7
"MAX ROTOR SCB LABEL",1
"MAX ROTOR CCB LABEL",1
"MAX ROTOR OCB LABEL",3
"MAX ROTOR CNZ LABEL",16
"CLEAR PACKING TAPE",2736
"UPS LABEL",84
"WATER-ACTIVATED TAPE - APEX1",220
"WATER-ACTIVATED TAPE - REGULAR",817
"KRAFT PAPER",448
R34168SCB,168
R34143SCB,211
R31366SCB,210
R31435SCB,162
R981000ONZ,20
R31504SCB,70
R34064SCB,28
R31367SCB,4
R5703ONZ,0
AFN0979,19
AFN2180,30
OCG1264,78
OCG1143,48
R54175SCB,30
S960MD,39
S771MD,15
S781MD,35
S846MD,31
R982581ONZ,46
R982591ONZ,46
R31505SCB,321
R54137ONZ,0
OCG1221,98
OCG1225,58
R34418ONZ,2
R982434ONZ,97
R31384ONZ,2
R982549ONZ,46
R982048ONZ,24
OCG0325,34
R53050ONZ,1311
R54152SCB,38
OCG1277,48
R582458ONZ,80
R31518ONZ,2
OCG1274,48
OCG1216,90
R981000SNZ,48
R31497SNZ,54
OCG1220,94
R55084SNZ,123
R31410SCB,62
R53040CNZ,226
R31538ONZ,29
R54142SCB,590
R982491ONZ,24
R31483SCB,80
R31376ONZ,46
R31370ONZ,40
PLAINBOX3,192
PLAINBOX2,2000
MAXBOX7,4390
MAXBOX6,0
MAXBOX5,0
MAXBOX4,14250
MAXBOX3,1790
MAXBOX2,6500
MAXBOX1,3000
R31363SCB,244
MOBI1-0W-16,0
R31084SNZ,50
R31504SNZ,90
R34403CNZ,372
R31468CNZ,178
R53057CNZ,68
R31369SCB,162
R31440CNZ,82
OCG0865,55
OCG1228,48
CDPSLEEVELESSBOX4,1815
CDPSLEEVELESSBOX3,1986
CDPSLEEVELESSBOX2,1918
CDPSLEEVELESSBOX1,1823
AFN1857,0
AFN2200,45
R781768ONZ,204
R34143ONZ,392
OCG0488,28
R34144SCB,282
AFN2168,38
R34421SNZ,28
R34475SNZ,92
R34228SCB,30
OCG1195,100
OCG1167,0
R55185ONZ,95
R982325ONZ,0
OCG1008,3
R582039SCB,2
R582038SCB,34
R31477SCB,34
R34349SCB,184
R982062SCB,6
R31475SCB,4
R982062CNZ,142
R31549SCB,84
R31443SCB,367
P611CDM,1
CASTROLG-5W-30,0
CASTROLG-5W-20,0
R31508ONZ,57
D35104ONZ,2
R5704ONZ,0
D3521ONZ,10
OCG1100,38
R34303CNZ,456
R55191ONZ,67
R53011CNZ,90
OCG1139,26
OCG1249,84
OCG1248,62
OCG1174,46
R34314CCB,0
R981500ONZ,691
OCG0696,68
OCG0697,28
OCG1015,19
OCG1016,19
AFN2202,47
R54181CNZ,178
OCG1129,35
OCG1218,38
R981421SCB,24
R31547SCB,81
R31655SCB,0
P1784CDM,16
OCG1271,50
R982055SCB,152
OCG0674,106
OCG0683,64
OCG1125,24
OCG1138,48
OCG0288,113
OCG1223,68
OCG1222,68
OCG0349,152
OCG1084,22
OCG1269,50
OCG1262,82
R981958SCB,0
P1971CDP,0
P1596CDP,1
P1293CDP,0
OCG1116,31
OCG0837,38
OCG1226,40
OCG1173,50
8100289,16
8100589,22
8100691,20
8100692,30
8100690,32
R31414CNZ,88
R982544ONZ,50
OCG1273,27
R31610ONZ,734
R34294ONZ,366
OCG1278,50
R34499CNZ,200
S855MD,20
S783MD,13
S859MD,10
S916MD,36
S932MD,33
R982128ONZ,124
R781138ONZ,20
P1428CDM,0
OCG0219,56
P1739CDM,2
P710CDM,39
OCG0243,0
OCG0848,108
R55159SCB,86
R34366SCB,4
R682573ONZ,96
P2202CDM,50
OIL-ABSORBENT,0
R54179SCB,28
R582000ONZ,340
R982113ONZ,50
R31295ONZ,2
R982407ONZ,18
R682574ONZ,90
R53040ONZ,324
R34144ONZ,546
R982611ONZ,58
R682197ONZ,2
R982148ONZ,0
OCG1096,165
R54198SNZ,69
R53050CCB,0
R53063CCB,7
R31590CCB,0
R34233CCB,4
R781099CCB,0
R54194SCB,118
R981004CCB,0
R34403SCB,46
OCG0446,83
R31410ONZ,70
S871MD,24
S974MD,0
R34055OCB,0
R34431CCB,0
R55039CCB,2
R982071CCB,0
R981773CCB,0
R980969CCB,2
R982035OCB,0
R34167OCB,1
R781099OCB,0
R981064OCB,0
R981470SCB,84
R34349CNZ,204
R53063OCB,0
R31457OCB,0
R53067CCB,2
R55166CCB,2
R31402CCB,2
R31326CCB,4
R31398CCB,2
R31395CCB,2
R31497CCB,2
R31389CCB,2
R34424CCB,3
R5485CCB,4
R31290CCB,2
R34286CCB,2
R34248CCB,2
R34360CCB,2
R55114CCB,2
R34278CCB,2
R34284CCB,2
R34203CCB,1
R31424CCB,1
R982354CCB,0
R34349CCB,1
R981958CCB,3
R31374CCB,1
R582038CCB,1
R681953CCB,1
R54087CCB,1
R55150CCB,1
R31447CCB,1
R981470CCB,1
R31306CCB,1
R54088OCB,0
R31545OCB,0
R681952OCB,0
R45616OCB,2
R5703OCB,0
R34413OCB,2
R31147OCB,0
R3296ONZ,104
R31257CCB,0
R31526SNZ,60
OCG1163,12
R31300OCB,0
R34182OCB,2
R55092OCB,2
R34215OCB,0
R31522OCB,1
R31523OCB,1
R31594OCB,0
R54175OCB,2
R54089OCB,0
R34498OCB,2
R31244OCB,0
R34269OCB,0
R34425OCB,4
R31504OCB,2
D80089OCB,2
D8928OCB,4
R34347CCB,2
R31325CCB,4
R31554CCB,2
R31300CCB,2
R54182CCB,2
R54030CCB,2
R54074CCB,2
R54093CCB,0
R5381CCB,2
R54111CCB,0
R53051CCB,10
R54107CCB,0
R55041CCB,2
R53015CCB,2
R54141CCB,2
R31482CCB,1
R681995CCB,2
R34313CCB,2
R54032CCB,2
R34061CCB,2
R31385CCB,2
R34324CCB,0
R31476CCB,2
R31567CCB,2
R34209CCB,2
R781087CCB,2
R31526CCB,1
R31269CCB,2
R34368CCB,2
R31547CCB,3
R982264CCB,2
R54094CCB,2
R34371CCB,4
R31315CCB,0
R34331CCB,2
R31457CCB,8
R31283CCB,2
R54176CCB,1
R31491CCB,2
R981956CCB,2
R54197CCB,1
R31548CCB,4
R31147CCB,2
D80122ONZ,0
R31371SCB,38
R31470CCB,2
R34294CCB,0
R55143CCB,2
R54014CCB,2
R55055CCB,2
R34348CCB,2
R31529CCB,2
R581045CCB,2
R34376CCB,2
R31585CCB,2
R31289CCB,2
R31428CCB,2
R31405CCB,3
R54194CCB,5
R31604CCB,2
R31304CCB,2
R54088CCB,2
R54100CCB,2
R53044CCB,2
R55084CCB,2
R55027CCB,0
R34215CCB,2
R53061CCB,2
R53062CCB,0
R31308CCB,2
R34285CCB,2
R31493CCB,8
R34316CCB,2
R34207CCB,2
R34258CCB,2
R54154CCB,1
R54035ONZ,142
R982069ONZ,6
R31393ONZ,1
R54028ONZ,12
R3264CNZ,2
R34445CNZ,2
R31299CNZ,2
R34324CNZ,0
R34182CNZ,0
R54084CNZ,2
R34315CNZ,2
R31302CNZ,2
R34370CNZ,4
R54035CNZ,2
R681951CNZ,0
R31522CNZ,2
R34055CNZ,0
R5371CNZ,4
R54029CNZ,0
R5365CNZ,4
R31648CNZ,4
R31377CNZ,0
R54095CNZ,0
R31313CNZ,4
R31323CNZ,0
R5386CNZ,0
R55039CNZ,2
R3291CNZ,2
R34395CNZ,2
R31317CNZ,2
R34181CNZ,2
R31163CNZ,2
R34291CNZ,1
R55117CNZ,1
R34247CNZ,1
R34269CNZ,1
R54137CNZ,2
R31559CNZ,2
R31056CNZ,0
R31084CNZ,2
R31370CNZ,2
R31458CNZ,2
R54173CNZ,1
R5393CNZ,1
R31243CNZ,1
R31147CNZ,1
R981823CNZ,0
R31531ONZ,0
OCG1270,38
R982051ONZ,42
R31259CNZ,2
R34303CCB,0
R54062CNZ,0
R781769CCB,2
R31349CCB,1
R55159OCB,0
R981066OCB,0
R54199OCB,0
R31311OCB,0
OCG0441,0
S952MD,19
R31454SCB,44
R54197CNZ,2
P1082CDM,0
R31624CCB,0
R981000CCB,6
R31549CCB,1
R31387CNZ,232
R34216CNZ,0
R55066SNZ,76
R34386SCB,74
R31623SCB,56
R31456SCB,42
R31605SCB,0
R781087SCB,80
R55038CNZ,2
R31600SCB,8
R54036CNZ,0
R982130OCB,0
R31499CCB,1
R31498CCB,1
R53068ONZ,728
R55094SNZ,0
R34284SNZ,20
R981214SNZ,14
R55083SNZ,30
R981775SNZ,2
R34255SNZ,62
R31420SNZ,2
R54142SNZ,15
R34317SNZ,0
R54182SNZ,0
R55199CCB,0
R5383CCB,2
R582152ONZ,4
P1202CDM,0
R981053SCB,24
R55118SNZ,46
R54036SNZ,2
R55177SNZ,24
R5599SNZ,0
R53018SNZ,72
R54173SNZ,6
R981199SNZ,64
R54035SNZ,30
R54032SNZ,98
R54029SNZ,0
R31553SNZ,0
R31509CNZ,224
R34279CNZ,371
R55183CNZ,0
R55184CNZ,0
R54199SNZ,77
R55119SNZ,68
R34256SNZ,56
R54025SNZ,10
R31389SNZ,56
R54079SNZ,56
R54114SNZ,6
R34314SNZ,10
R53062SNZ,1
R53061SNZ,4
R34414SNZ,20
R53056SNZ,41
R54097SNZ,24
R55040SNZ,6
R55155SNZ,38
R31455SNZ,2
R34248SNZ,18
R31037SNZ,74
R34009SNZ,2
R54107SNZ,1
R34498SNZ,18
R31655SNZ,0
R34220SNZ,4
R34424SNZ,8
R31591SNZ,6
R31325SNZ,1
R982055SNZ,0
R982044SNZ,1
R53018SCB,14
R53019SCB,40
R34487SCB,55
R54060SCB,2
R31594SCB,12
R31598SCB,2
D35069ONZ,2
R31397SCB,12
R31571SCB,8
R34505SCB,6
R31593SCB,0
R31592SCB,0
R31404SCB,14
R981000SCB,20
R53071SCB,5
R31610SCB,0
R34362SCB,10
R34220SCB,225
R31611SCB,22
R55196SCB,72
R34400SCB,32
R55194SCB,12
R31507ONZ,8
R34475SCB,7
R34421SCB,20
R54030SCB,39
R54025SCB,24
R34206SCB,5
R54070SCB,10
R55118SCB,22
R34208SCB,16
R34504SCB,16
R53063SCB,88
R31552CNZ,98
R31415CNZ,34
R31412CNZ,64
